0:0:0,23
0:1:30,47
0:3:0,49
0:4:30,43
0:6:0,44
0:7:30,49
0:9:0,52
0:10:30,52
0:12:0,28
0:13:30,38
0:15:0,68
0:16:30,45
0:18:0,42
0:19:30,61
0:21:0,47
0:22:30,34
0:24:0,84
0:25:30,47
0:27:0,37
0:28:30,40
0:30:0,51
0:31:30,60
0:33:0,41
0:34:30,49
0:36:0,55
0:37:30,34
0:39:0,26
0:40:30,47
0:42:0,44
0:43:30,38
0:45:0,23
0:46:30,41
0:48:0,46
0:49:30,49
0:51:0,36
0:52:30,39
0:54:0,70
0:55:30,142
0:57:0,72
0:58:30,72
1:0:0,208
1:1:30,32
1:3:0,62
1:4:30,29
1:6:0,29
1:7:30,31
1:9:0,30
1:10:30,53
1:12:0,59
1:13:30,34
1:15:0,33
1:16:30,43
1:18:0,18
1:19:30,40
1:21:0,35
1:22:30,40
1:24:0,42
1:25:30,33
1:27:0,27
1:28:30,36
1:30:0,22
1:31:30,40
1:33:0,49
1:34:30,57
1:36:0,30
1:37:30,75
1:39:0,40
1:40:30,40
1:42:0,45
1:43:30,31
1:45:0,67
1:46:30,14
1:48:0,52
1:49:30,55
1:51:0,71
1:52:30,58
1:54:0,52
1:55:30,34
1:57:0,21
1:58:30,99
2:0:0,17
2:1:30,57
2:3:0,52
2:4:30,42
2:6:0,96
2:7:30,104
2:9:0,96
2:10:30,114
2:12:0,88
2:13:30,105
2:15:0,46
2:16:30,57
2:18:0,50
2:19:30,55
2:21:0,26
2:22:30,19
2:24:0,12
2:25:30,19
2:27:0,35
2:28:30,58
2:30:0,24
2:31:30,92
2:33:0,37
2:34:30,48
2:36:0,148
2:37:30,42
2:39:0,57
2:40:30,58
2:42:0,63
2:43:30,36
2:45:0,53
2:46:30,43
2:48:0,26
2:49:30,44
2:51:0,67
2:52:30,60
2:54:0,15
2:55:30,30
2:57:0,45
2:58:30,8
3:0:0,27
3:1:30,25
3:3:0,85
3:4:30,121
3:6:0,66
3:7:30,86
3:9:0,66
3:10:30,66
3:12:0,36
3:13:30,93
3:15:0,88
3:16:30,53
3:18:0,150
3:19:30,65
3:21:0,86
3:22:30,45
3:24:0,77
3:25:30,67
3:27:0,100
3:28:30,89
3:30:0,38
3:31:30,50
3:33:0,78
3:34:30,95
3:36:0,45
3:37:30,68
3:39:0,210
3:40:30,94
3:42:0,146
3:43:30,100
3:45:0,97
3:46:30,46
3:48:0,101
3:49:30,77
3:51:0,80
3:52:30,20
3:54:0,58
3:55:30,107
3:57:0,44
3:58:30,138
4:0:0,41
4:1:30,38
4:3:0,15
4:4:30,172
4:6:0,31
4:7:30,36
4:9:0,104
4:10:30,38
4:12:0,33
4:13:30,430
4:15:0,52
4:16:30,79
4:18:0,29
4:19:30,173
4:21:0,35
4:22:30,57
4:24:0,88
4:25:30,79
4:27:0,73
4:28:30,49
4:30:0,103
4:31:30,32
4:33:0,160
4:34:30,90
4:36:0,158
4:37:30,67
4:39:0,85
4:40:30,46
4:42:0,104
4:43:30,66
4:45:0,124
4:46:30,39
4:48:0,109
4:49:30,103
4:51:0,48
4:52:30,306
4:54:0,81
4:55:30,53
4:57:0,635
4:58:30,441
5:0:0,184
5:1:30,162
5:3:0,93
5:4:30,110
5:6:0,55
5:7:30,58
5:9:0,73
5:10:30,64
5:12:0,53
5:13:30,267
5:15:0,142
5:16:30,57
5:18:0,147
5:19:30,62
5:21:0,45
5:22:30,32
5:24:0,19
5:25:30,52
5:27:0,55
5:28:30,53
5:30:0,61
5:31:30,43
5:33:0,78
5:34:30,18
5:36:0,47
5:37:30,50
5:39:0,90
5:40:30,62
5:42:0,102
5:43:30,112
5:45:0,37
5:46:30,37
5:48:0,69
5:49:30,81
5:51:0,107
5:52:30,12
5:54:0,10
5:55:30,23
5:57:0,99
5:58:30,87
6:0:0,49
6:1:30,19
6:3:0,23
6:4:30,17
6:6:0,62
6:7:30,42
6:9:0,23
6:10:30,38
6:12:0,44
6:13:30,39
6:15:0,29
6:16:30,39
6:18:0,14
6:19:30,58
6:21:0,47
6:22:30,67
6:24:0,56
6:25:30,9
6:27:0,129
