0:0:0,11
0:0:30,3
0:1:0,9
0:1:30,18
0:2:0,15
0:2:30,14
0:3:0,14
0:3:30,14
0:4:0,21
0:4:30,14
0:5:0,13
0:5:30,16
0:6:0,21
0:6:30,10
0:7:0,13
0:7:30,10
0:8:0,24
0:8:30,15
0:9:0,14
0:9:30,22
0:10:0,16
0:10:30,12
0:11:0,25
0:11:30,15
0:12:0,7
0:12:30,11
0:13:0,10
0:13:30,6
0:14:0,13
0:14:30,19
0:15:0,30
0:15:30,21
0:16:0,17
0:16:30,18
0:17:0,13
0:17:30,14
0:18:0,7
0:18:30,27
0:19:0,8
0:19:30,20
0:20:0,17
0:20:30,24
0:21:0,10
0:21:30,21
0:22:0,16
0:22:30,8
0:23:0,17
0:23:30,9
0:24:0,20
0:24:30,8
0:25:0,56
0:25:30,17
0:26:0,7
0:26:30,23
0:27:0,9
0:27:30,7
0:28:0,21
0:28:30,13
0:29:0,23
0:29:30,4
0:30:0,7
0:30:30,22
0:31:0,22
0:31:30,20
0:32:0,34
0:32:30,6
0:33:0,13
0:33:30,9
0:34:0,19
0:34:30,10
0:35:0,3
0:35:30,36
0:36:0,10
0:36:30,12
0:37:0,33
0:37:30,12
0:38:0,7
0:38:30,15
0:39:0,9
0:39:30,8
0:40:0,9
0:40:30,18
0:41:0,10
0:41:30,19
0:42:0,24
0:42:30,8
0:43:0,12
0:43:30,6
0:44:0,8
0:44:30,24
0:45:0,14
0:45:30,4
0:46:0,5
0:46:30,12
0:47:0,17
0:47:30,12
0:48:0,24
0:48:30,10
0:49:0,12
0:49:30,12
0:50:0,30
0:50:30,7
0:51:0,10
0:51:30,12
0:52:0,14
0:52:30,22
0:53:0,7
0:53:30,10
0:54:0,20
0:54:30,38
0:55:0,12
0:55:30,17
0:56:0,90
0:56:30,35
0:57:0,24
0:57:30,14
0:58:0,34
0:58:30,11
0:59:0,32
0:59:30,29
1:0:0,89
1:0:30,104
1:1:0,15
1:1:30,9
1:2:0,11
1:2:30,12
1:3:0,15
1:3:30,39
1:4:0,8
1:4:30,11
1:5:0,6
1:5:30,12
1:6:0,10
1:6:30,14
1:7:0,5
1:7:30,7
1:8:0,18
1:8:30,6
1:9:0,16
1:9:30,7
1:10:0,7
1:10:30,26
1:11:0,15
1:11:30,12
1:12:0,25
1:12:30,22
1:13:0,12
1:13:30,14
1:14:0,10
1:14:30,10
1:15:0,4
1:15:30,11
1:16:0,18
1:16:30,27
1:17:0,7
1:17:30,9
1:18:0,7
1:18:30,7
1:19:0,4
1:19:30,24
1:20:0,10
1:20:30,6
1:21:0,11
1:21:30,11
1:22:0,13
1:22:30,8
1:23:0,12
1:23:30,20
1:24:0,20
1:24:30,18
1:25:0,4
1:25:30,7
1:26:0,15
1:26:30,11
1:27:0,12
1:27:30,3
1:28:0,12
1:28:30,5
1:29:0,12
1:29:30,19
1:30:0,11
1:30:30,10
1:31:0,1
1:31:30,11
1:32:0,7
1:32:30,22
1:33:0,7
1:33:30,26
1:34:0,16
1:34:30,39
1:35:0,10
1:35:30,8
1:36:0,7
1:36:30,9
1:37:0,14
1:37:30,9
1:38:0,47
1:38:30,19
1:39:0,14
1:39:30,21
1:40:0,5
1:40:30,10
1:41:0,24
1:41:30,6
1:42:0,22
1:42:30,6
1:43:0,17
1:43:30,5
1:44:0,5
1:44:30,21
1:45:0,11
1:45:30,33
1:46:0,23
1:46:30,6
1:47:0,7
1:47:30,1
1:48:0,11
1:48:30,10
1:49:0,31
1:49:30,18
1:50:0,20
1:50:30,17
1:51:0,34
1:51:30,20
1:52:0,17
1:52:30,41
1:53:0,10
1:53:30,7
1:54:0,10
1:54:30,8
1:55:0,34
1:55:30,8
1:56:0,23
1:56:30,3
1:57:0,12
1:57:30,9
1:58:0,0
1:58:30,9
1:59:0,78
1:59:30,12
2:0:0,4
2:0:30,9
2:1:0,4
2:1:30,12
2:2:0,41
2:2:30,4
2:3:0,23
2:3:30,14
2:4:0,15
2:4:30,24
2:5:0,12
2:5:30,6
2:6:0,2
2:6:30,66
2:7:0,28
2:7:30,14
2:8:0,31
2:8:30,59
2:9:0,8
2:9:30,28
2:10:0,60
2:10:30,77
2:11:0,29
2:11:30,8
2:12:0,39
2:12:30,28
2:13:0,21
2:13:30,32
2:14:0,23
2:14:30,50
2:15:0,19
2:15:30,17
2:16:0,10
2:16:30,36
2:17:0,8
2:17:30,13
2:18:0,15
2:18:30,21
2:19:0,14
2:19:30,11
2:20:0,27
2:20:30,17
2:21:0,7
2:21:30,10
2:22:0,9
2:22:30,9
2:23:0,5
2:23:30,5
2:24:0,4
2:24:30,6
2:25:0,2
2:25:30,6
2:26:0,3
2:26:30,10
2:27:0,17
2:27:30,14
2:28:0,4
2:28:30,10
2:29:0,33
2:29:30,15
2:30:0,8
2:30:30,7
2:31:0,9
2:31:30,32
2:32:0,52
2:32:30,8
2:33:0,10
2:33:30,20
2:34:0,7
2:34:30,13
2:35:0,29
2:35:30,6
2:36:0,63
2:36:30,19
2:37:0,66
2:37:30,18
2:38:0,15
2:38:30,9
2:39:0,33
2:39:30,13
2:40:0,11
2:40:30,5
2:41:0,24
2:41:30,29
2:42:0,13
2:42:30,24
2:43:0,26
2:43:30,9
2:44:0,8
2:44:30,19
2:45:0,42
2:45:30,9
2:46:0,2
2:46:30,16
2:47:0,8
2:47:30,19
2:48:0,12
2:48:30,11
2:49:0,3
