0:0:0,15
0:1:15,41
0:2:30,35
0:3:45,42
0:5:0,39
0:6:15,34
0:7:30,40
0:8:45,45
0:10:0,33
0:11:15,42
0:12:30,26
0:13:45,33
0:15:0,56
0:16:15,43
0:17:30,36
0:18:45,40
0:20:0,45
0:21:15,43
0:22:30,28
0:23:45,34
0:25:0,77
0:26:15,35
0:27:30,37
0:28:45,31
0:30:0,40
0:31:15,65
0:32:30,21
0:33:45,36
0:35:0,47
0:36:15,47
0:37:30,26
0:38:45,25
0:40:0,32
0:41:15,48
0:42:30,22
0:43:45,36
0:45:0,20
0:46:15,32
0:47:30,44
0:48:45,26
0:50:0,42
0:51:15,31
0:52:30,37
0:53:45,60
0:55:0,55
0:56:15,123
0:57:30,55
0:58:45,65
1:0:0,205
1:1:15,23
1:2:30,58
1:3:45,27
1:5:0,24
1:6:15,23
1:7:30,27
1:8:45,27
1:10:0,41
1:11:15,44
1:12:30,37
1:13:45,31
1:15:0,26
1:16:15,41
1:17:30,21
1:18:45,30
1:20:0,21
1:21:15,30
1:22:30,24
1:23:45,54
1:25:0,18
1:26:15,31
1:27:30,18
1:28:45,33
1:30:0,22
1:31:15,18
1:32:30,40
1:33:45,70
1:35:0,21
1:36:15,27
1:37:30,73
1:38:45,37
1:40:0,30
1:41:15,37
1:42:30,26
1:43:45,28
1:45:0,63
1:46:15,17
1:47:30,21
1:48:45,50
1:50:0,44
1:51:15,64
1:52:30,54
1:53:45,22
1:55:0,58
1:56:15,22
1:57:30,12
1:58:45,96
2:0:0,13
2:1:15,57
2:2:30,30
2:3:45,50
2:5:0,18
2:6:15,96
2:7:30,78
2:8:45,62
2:10:0,154
2:11:15,59
2:12:30,53
2:13:45,101
2:15:0,44
2:16:15,46
2:17:30,45
2:18:45,29
2:20:0,50
2:21:15,20
2:22:30,16
2:23:45,13
2:25:0,10
2:26:15,28
2:27:30,20
2:28:45,56
2:30:0,19
2:31:15,89
2:32:30,26
2:33:45,32
2:35:0,44
2:36:15,139
2:37:30,39
2:38:45,49
2:40:0,20
2:41:15,62
2:42:30,54
2:43:45,32
2:45:0,53
2:46:15,24
2:47:30,38
2:48:45,31
2:50:0,52
2:51:15,35
2:52:30,39
2:53:45,34
2:55:0,24
2:56:15,41
2:57:30,14
2:58:45,6
3:0:0,23
3:1:15,21
3:2:30,74
3:3:45,54
3:5:0,110
3:6:15,42
3:7:30,63
3:8:45,85
3:10:0,32
3:11:15,49
3:12:30,46
3:13:45,72
3:15:0,53
3:16:15,75
3:17:30,84
3:18:45,85
3:20:0,63
3:21:15,82
3:22:30,29
3:23:45,84
3:25:0,20
3:26:15,89
3:27:30,79
3:28:45,77
3:30:0,34
3:31:15,24
3:32:30,90
3:33:45,41
3:35:0,81
3:36:15,36
3:37:30,54
3:38:45,99
3:40:0,193
3:41:15,108
3:42:30,71
3:43:45,93
3:45:0,88
3:46:15,42
3:47:30,70
3:48:45,68
3:50:0,56
3:51:15,77
3:52:30,16
3:53:45,22
3:55:0,75
3:56:15,92
3:57:30,36
3:58:45,126
4:0:0,37
4:1:15,23
4:2:30,19
4:3:45,138
4:5:0,55
4:6:15,25
4:7:30,34
4:8:45,71
4:10:0,66
4:11:15,9
4:12:30,38
4:13:45,423
4:15:0,48
4:16:15,63
4:17:30,43
4:18:45,32
4:20:0,155
4:21:15,27
4:22:30,38
4:23:45,103
4:25:0,20
4:26:15,102
4:27:30,52
4:28:45,31
4:30:0,80
4:31:15,50
4:32:30,143
4:33:45,78
4:35:0,36
4:36:15,156
4:37:30,64
4:38:45,45
4:40:0,76
4:41:15,29
4:42:30,94
4:43:45,60
4:45:0,111
4:46:15,39
4:47:30,102
4:48:45,26
4:50:0,105
4:51:15,40
4:52:30,299
4:53:45,75
4:55:0,28
4:56:15,254
4:57:30,471
4:58:45,389
5:0:0,144
5:1:15,125
5:2:30,141
5:3:45,59
5:5:0,96
5:6:15,39
5:7:30,50
5:8:45,62
5:10:0,32
5:11:15,66
5:12:30,152
5:13:45,153
5:15:0,109
5:16:15,71
5:17:30,86
5:18:45,92
5:20:0,56
5:21:15,39
5:22:30,31
5:23:45,16
5:25:0,12
5:26:15,72
5:27:30,29
5:28:45,51
5:30:0,46
5:31:15,45
5:32:30,71
5:33:45,27
5:35:0,13
5:36:15,45
5:37:30,50
5:38:45,18
5:40:0,117
5:41:15,36
5:42:30,93
5:43:45,102
5:45:0,28
5:46:15,38
5:47:30,74
5:48:45,52
5:50:0,39
5:51:15,100
5:52:30,12
5:53:45,9
5:55:0,22
5:56:15,43
5:57:30,64
5:58:45,81
6:0:0,46
6:1:15,11
6:2:30,16
6:3:45,27
6:5:0,29
6:6:15,41
6:7:30,35
6:8:45,27
6:10:0,33
6:11:15,18
6:12:30,49
6:13:45,24
6:15:0,25
6:16:15,12
6:17:30,35
6:18:45,15
6:20:0,65
6:21:15,35
6:22:30,61
6:23:45,43
6:25:0,23
6:26:15,9
