0:0:0,14
0:1:0,27
0:2:0,29
0:3:0,28
0:4:0,35
0:5:0,29
0:6:0,31
0:7:0,23
0:8:0,39
0:9:0,36
0:10:0,28
0:11:0,40
0:12:0,18
0:13:0,16
0:14:0,32
0:15:0,51
0:16:0,35
0:17:0,27
0:18:0,34
0:19:0,28
0:20:0,41
0:21:0,31
0:22:0,24
0:23:0,26
0:24:0,28
0:25:0,73
0:26:0,30
0:27:0,16
0:28:0,34
0:29:0,27
0:30:0,29
0:31:0,42
0:32:0,40
0:33:0,22
0:34:0,29
0:35:0,39
0:36:0,22
0:37:0,45
0:38:0,22
0:39:0,17
0:40:0,27
0:41:0,29
0:42:0,32
0:43:0,18
0:44:0,32
0:45:0,18
0:46:0,17
0:47:0,29
0:48:0,34
0:49:0,24
0:50:0,37
0:51:0,22
0:52:0,36
0:53:0,17
0:54:0,58
0:55:0,29
0:56:0,125
0:57:0,38
0:58:0,45
0:59:0,61
1:0:0,193
1:1:0,24
1:2:0,23
1:3:0,54
1:4:0,19
1:5:0,18
1:6:0,24
1:7:0,12
1:8:0,24
1:9:0,23
1:10:0,33
1:11:0,27
1:12:0,47
1:13:0,26
1:14:0,20
1:15:0,15
1:16:0,45
1:17:0,16
1:18:0,14
1:19:0,28
1:20:0,16
1:21:0,22
1:22:0,21
1:23:0,32
1:24:0,38
1:25:0,11
1:26:0,26
1:27:0,15
1:28:0,17
1:29:0,31
1:30:0,21
1:31:0,12
1:32:0,29
1:33:0,33
1:34:0,55
1:35:0,18
1:36:0,16
1:37:0,23
1:38:0,66
1:39:0,35
1:40:0,15
1:41:0,30
1:42:0,28
1:43:0,22
1:44:0,26
1:45:0,44
1:46:0,29
1:47:0,8
1:48:0,21
1:49:0,49
1:50:0,37
1:51:0,54
1:52:0,58
1:53:0,17
1:54:0,18
1:55:0,42
1:56:0,26
1:57:0,21
1:58:0,9
1:59:0,90
2:0:0,13
2:1:0,16
2:2:0,45
2:3:0,37
2:4:0,39
2:5:0,18
2:6:0,68
2:7:0,42
2:8:0,90
2:9:0,36
2:10:0,137
2:11:0,37
2:12:0,67
2:13:0,53
2:14:0,73
2:15:0,36
2:16:0,46
2:17:0,21
2:18:0,36
2:19:0,25
2:20:0,44
2:21:0,17
2:22:0,18
2:23:0,10
2:24:0,10
2:25:0,8
2:26:0,13
2:27:0,31
2:28:0,14
2:29:0,48
2:30:0,15
2:31:0,41
2:32:0,60
2:33:0,30
2:34:0,20
2:35:0,35
2:36:0,82
2:37:0,84
2:38:0,24
2:39:0,46
2:40:0,16
2:41:0,53
2:42:0,37
2:43:0,35
2:44:0,27
2:45:0,51
2:46:0,18
2:47:0,27
2:48:0,23
2:49:0,27
2:50:0,20
2:51:0,62
2:52:0,14
2:53:0,51
2:54:0,13
2:55:0,6
2:56:0,26
2:57:0,44
2:58:0,5
2:59:0,4
3:0:0,8
3:1:0,26
3:2:0,18
3:3:0,66
3:4:0,54
3:5:0,86
3:6:0,43
3:7:0,47
3:8:0,62
3:9:0,62
3:10:0,20
3:11:0,50
3:12:0,27
3:13:0,37
3:14:0,65
3:15:0,47
3:16:0,53
3:17:0,41
3:18:0,106
3:19:0,50
3:20:0,59
3:21:0,37
3:22:0,59
3:23:0,35
3:24:0,68
3:25:0,18
3:26:0,58
3:27:0,72
3:28:0,53
3:29:0,64
3:30:0,27
3:31:0,19
3:32:0,42
3:33:0,71
3:34:0,30
3:35:0,72
3:36:0,28
3:37:0,26
3:38:0,59
3:39:0,85
3:40:0,187
3:41:0,32
3:42:0,114
3:43:0,44
3:44:0,88
3:45:0,87
3:46:0,32
3:47:0,24
3:48:0,68
3:49:0,57
3:50:0,53
3:51:0,64
3:52:0,25
3:53:0,11
3:54:0,18
3:55:0,70
3:56:0,77
3:57:0,29
3:58:0,59
3:59:0,94
4:0:0,27
4:1:0,28
4:2:0,24
4:3:0,6
4:4:0,132
4:5:0,49
4:6:0,20
4:7:0,25
4:8:0,22
4:9:0,69
4:10:0,61
4:11:0,12
4:12:0,11
4:13:0,70
4:14:0,382
4:15:0,43
4:16:0,52
4:17:0,36
4:18:0,26
4:19:0,29
4:20:0,147
4:21:0,21
4:22:0,29
4:23:0,42
4:24:0,84
4:25:0,10
4:26:0,73
4:27:0,52
4:28:0,48
4:29:0,22
4:30:0,70
4:31:0,54
4:32:0,11
4:33:0,150
4:34:0,66
4:35:0,34
4:36:0,98
4:37:0,99
4:38:0,28
4:39:0,42
4:40:0,66
4:41:0,23
4:42:0,27
4:43:0,86
4:44:0,57
4:45:0,55
4:46:0,84
4:47:0,24
4:48:0,100
4:49:0,15
4:50:0,97
4:51:0,30
4:52:0,107
4:53:0,217
4:54:0,68
4:55:0,22
4:56:0,44
4:57:0,457
4:58:0,335
4:59:0,284
5:0:0,124
5:1:0,110
5:2:0,112
5:3:0,78
5:4:0,45
5:5:0,80
5:6:0,37
5:7:0,24
5:8:0,52
5:9:0,54
5:10:0,25
5:11:0,58
5:12:0,28
5:13:0,170
5:14:0,122
5:15:0,95
5:16:0,71
5:17:0,33
5:18:0,92
5:19:0,67
5:20:0,50
5:21:0,24
5:22:0,40
5:23:0,13
5:24:0,15
5:25:0,5
5:26:0,51
5:27:0,35
5:28:0,46
5:29:0,27
5:30:0,36
5:31:0,38
5:32:0,30
5:33:0,68
5:34:0,17
5:35:0,11
5:36:0,28
5:37:0,41
5:38:0,28
5:39:0,18
5:40:0,105
5:41:0,29
5:42:0,92
5:43:0,26
5:44:0,96
5:45:0,25
5:46:0,30
5:47:0,19
5:48:0,67
5:49:0,51
5:50:0,32
5:51:0,81
5:52:0,31
5:53:0,7
5:54:0,9
5:55:0,9
5:56:0,15
5:57:0,53
5:58:0,56
5:59:0,77
6:0:0,44
6:1:0,8
6:2:0,16
6:3:0,19
6:4:0,13
6:5:0,8
6:6:0,51
6:7:0,27
6:8:0,26
6:9:0,20
6:10:0,22
6:11:0,19
6:12:0,15
6:13:0,53
6:14:0,15
6:15:0,24
6:16:0,7
6:17:0,37
6:18:0,8
6:19:0,11
6:20:0,53
6:21:0,32
6:22:0,56
6:23:0,26
6:24:0,37
6:25:0,23
6:26:0,5
6:27:0,18
