0:0:0,9
0:0:15,2
0:0:30,2
0:0:45,1
0:1:0,1
0:1:15,8
0:1:30,12
0:1:45,6
0:2:0,9
0:2:15,6
0:2:30,8
0:2:45,6
0:3:0,9
0:3:15,5
0:3:30,7
0:3:45,7
0:4:0,7
0:4:15,14
0:4:30,7
0:4:45,7
0:5:0,3
0:5:15,10
0:5:30,8
0:5:45,8
0:6:0,10
0:6:15,11
0:6:30,4
0:6:45,6
0:7:0,6
0:7:15,7
0:7:30,6
0:7:45,4
0:8:0,19
0:8:15,5
0:8:30,6
0:8:45,9
0:9:0,8
0:9:15,6
0:9:30,7
0:9:45,15
0:10:0,10
0:10:15,6
0:10:30,3
0:10:45,9
0:11:0,5
0:11:15,20
0:11:30,8
0:11:45,7
0:12:0,4
0:12:15,3
0:12:30,4
0:12:45,7
0:13:0,7
0:13:15,3
0:13:30,5
0:13:45,1
0:14:0,5
0:14:15,8
0:14:30,9
0:14:45,10
0:15:0,13
0:15:15,17
0:15:30,16
0:15:45,5
0:16:0,5
0:16:15,12
0:16:30,12
0:16:45,6
0:17:0,6
0:17:15,7
0:17:30,2
0:17:45,12
0:18:0,4
0:18:15,3
0:18:30,15
0:18:45,12
0:19:0,4
0:19:15,4
0:19:30,8
0:19:45,12
0:20:0,8
0:20:15,9
0:20:30,12
0:20:45,12
0:21:0,4
0:21:15,6
0:21:30,6
0:21:45,15
0:22:0,9
0:22:15,7
0:22:30,5
0:22:45,3
0:23:0,9
0:23:15,8
0:23:30,3
0:23:45,6
0:24:0,13
0:24:15,7
0:24:30,5
0:24:45,3
0:25:0,33
0:25:15,23
0:25:30,11
0:25:45,6
0:26:0,4
0:26:15,3
0:26:30,3
0:26:45,20
0:27:0,5
0:27:15,4
0:27:30,3
0:27:45,4
0:28:0,9
0:28:15,12
0:28:30,9
0:28:45,4
0:29:0,13
0:29:15,10
0:29:30,3
0:29:45,1
0:30:0,4
0:30:15,3
0:30:30,9
0:30:45,13
0:31:0,11
0:31:15,11
0:31:30,11
0:31:45,9
0:32:0,16
0:32:15,18
0:32:30,1
0:32:45,5
0:33:0,4
0:33:15,9
0:33:30,2
0:33:45,7
0:34:0,7
0:34:15,12
0:34:30,7
0:34:45,3
0:35:0,0
0:35:15,3
0:35:30,20
0:35:45,16
0:36:0,8
0:36:15,2
0:36:30,4
0:36:45,8
0:37:0,8
0:37:15,25
0:37:30,7
0:37:45,5
0:38:0,5
